,3
1262,-51.705097
1263,-53.209595
1264,-55.338917
1265,-52.493042
1266,-51.181915
1267,-49.424522
1268,-46.08738
1269,-42.307568
1270,-41.847816
1271,-41.603027
1272,-41.882595
1273,-44.97513
1274,-53.17973
1275,-51.551613
1276,-38.472713
1277,-25.675774
1278,-21.116478
1279,-23.17352
1280,-28.43819
1281,-36.795345
1282,-35.557972
1283,-40.07843
1284,-39.05214
1285,-42.55201
1286,-43.668163
1287,-48.11044
1288,-54.5025
1289,-55.25702
1290,-49.136852
1291,-52.0502
1292,-58.0834
1293,-55.005253
1294,-57.535927
1295,-69.826485
1296,-73.029945
1297,-65.20359
1298,-59.261948
1299,-61.89853
1300,-65.276924
1301,-64.66754
1302,-66.01813
1303,-59.74733
1304,-64.16692
1305,-62.402493
1306,-65.29471
1307,-62.630558
1308,-61.22042
1309,-67.07677
1310,-64.83553
1311,-63.506546
1312,-66.87642
1313,-64.830284
1314,-68.901344
1315,-60.43601
1316,-69.04194
1317,-62.236156
1318,-68.82365
1319,-64.35701
1320,-65.96015
1321,-69.81764
1322,-64.27746
1323,-71.42388
1324,-71.25479
1325,-69.722496
1326,-61.702095
1327,-62.103
1328,-74.76778
1329,-70.30065
1330,-63.018818
1331,-64.84834
1332,-65.40062
1333,-68.02609
1334,-68.282364
1335,-59.33665
1336,-61.328876
1337,-60.605965
1338,-59.990776
1339,-61.789978
1340,-68.8328
1341,-60.430183
1342,-59.436626
1343,-58.73128
1344,-80.0
1345,-59.626602
1346,-58.830635
1347,-60.034344
1348,-59.988
1349,-59.043686
1350,-56.207348
1351,-65.032005
1352,-53.42159
1353,-55.843697
1354,-56.54766
1355,-54.016983
1356,-65.8682
1357,-58.648083
1358,-54.13064
1359,-60.62705
1360,-65.97173
1361,-62.616196
1362,-66.57489
1363,-66.40507
1364,-63.718353
1365,-54.89429
1366,-57.714413
1367,-60.991413
1368,-53.67619
1369,-55.25611
1370,-66.4691
1371,-62.89602
1372,-72.48347
1373,-55.677902
1374,-54.875984
1375,-61.474136
1376,-68.405075
1377,-59.02746
1378,-65.16679
1379,-61.59453
1380,-63.24367
1381,-59.75678
1382,-63.571224
1383,-61.76881
1384,-60.15052
1385,-64.08028
1386,-66.84536
1387,-65.87114
1388,-62.444473
1389,-72.28465
1390,-63.30998
1391,-65.90567
1392,-64.129456
1393,-67.37426
1394,-68.416885
1395,-65.196144
1396,-60.017075
1397,-59.55564
1398,-62.07141
1399,-57.97118
1400,-68.56422
1401,-59.524803
1402,-60.746082
1403,-69.86903
1404,-58.83653
1405,-60.96023
1406,-61.995716
1407,-59.56856
1408,-63.243645
1409,-63.71804
1410,-55.410862
1411,-59.104874
1412,-67.62888
1413,-62.419216
1414,-69.91983
1415,-61.350487
1416,-65.2026
1417,-68.83136
1418,-69.87351
1419,-73.98976
1420,-64.325676
1421,-61.5011
1422,-68.52283
1423,-56.894108
1424,-50.61775
1425,-53.126728
1426,-45.5581
1427,-42.233208
1428,-42.48596
1429,-39.995586
1430,-43.108475
1431,-45.28197
1432,-49.769814
1433,-37.65182
1434,-31.08535
1435,-27.199097
1436,-21.219097
1437,-13.32925
1438,-11.703823
1439,-15.90398
1440,-23.501198
1441,-32.810616
1442,-32.148026
1443,-37.76581
1444,-37.64827
1445,-41.269497
1446,-46.011566
1447,-51.11859
1448,-59.41114
1449,-46.67373
1450,-47.013435
1451,-66.41049
1452,-51.924526
1453,-53.085068
1454,-68.157425
1455,-58.448364
1456,-64.330414
1457,-55.155643
1458,-54.855164
1459,-61.812523
1460,-61.47447
1461,-60.976128
1462,-65.9993
1463,-64.480934
1464,-67.15728
1465,-63.695595
1466,-65.565796
1467,-57.507812
1468,-61.573273
1469,-63.554436
1470,-59.65468
1471,-63.64089
1472,-66.8068
1473,-62.659016
1474,-68.1643
1475,-58.26459
1476,-57.420067
1477,-66.49031
1478,-59.346004
1479,-61.021698
1480,-59.580566
1481,-57.15417
1482,-58.938595
1483,-56.398975
1484,-59.487167
1485,-56.61201
1486,-57.022545
1487,-59.26644
1488,-57.632637
1489,-56.078312
1490,-56.987762
1491,-60.57113
1492,-57.027702
1493,-53.439224
1494,-53.50329
1495,-53.94437
1496,-55.322144
1497,-54.27297
1498,-58.21341
1499,-53.48523
1500,-53.185665
1501,-54.402508
1502,-51.145744
1503,-52.820164
1504,-56.36343
1505,-52.071705
1506,-50.56406
1507,-53.54176
1508,-53.11341
1509,-54.299828
1510,-54.46314
1511,-55.14908
1512,-51.852207
1513,-51.99352
1514,-51.36032
1515,-54.008636
1516,-52.200085
1517,-52.218086
1518,-52.289814
1519,-53.440388
1520,-56.001953
1521,-52.909367
1522,-53.076935
1523,-54.558693
1524,-54.992165
1525,-51.12141
1526,-51.829468
1527,-55.25973
1528,-50.422794
1529,-53.659534
1530,-60.81321
1531,-58.034092
1532,-55.066956
1533,-49.9412
1534,-48.956123
1535,-50.62355
1536,-56.565895
1537,-54.071613
1538,-53.510742
1539,-58.32499
1540,-56.541565
1541,-54.399067
1542,-58.029724
1543,-55.618397
1544,-52.937813
1545,-55.158657
1546,-55.30728
1547,-54.493423
1548,-57.397686
1549,-55.9069
1550,-53.38209
1551,-55.291004
1552,-55.84373
1553,-59.18193
1554,-56.781013
1555,-53.76631
1556,-54.629955
1557,-58.65461
1558,-57.92607
1559,-59.62645
1560,-56.784992
1561,-58.61234
1562,-61.828022
1563,-58.676563
1564,-61.28148
1565,-60.64289
1566,-55.78453
1567,-57.025692
1568,-56.454548
1569,-57.781483
1570,-59.53768
1571,-62.53337
1572,-59.907475
1573,-62.55471
1574,-59.971653
1575,-59.554955
1576,-63.173195
1577,-58.328903
1578,-58.338535
1579,-55.595406
1580,-55.222828
1581,-53.69238
1582,-50.722717
1583,-48.528847
1584,-52.836853
1585,-54.313255
1586,-49.970592
1587,-52.10399
1588,-54.780777
1589,-52.82741
1590,-45.890575
1591,-42.29297
1592,-37.501804
1593,-33.940674
1594,-29.833557
1595,-26.771854
1596,-22.58397
1597,-16.64661
1598,-16.795933
1599,-23.42854
1600,-29.846289
1601,-34.705185
1602,-36.097626
1603,-37.67272
1604,-40.595093
1605,-43.355522
1606,-47.094166
1607,-48.473846
1608,-48.32892
1609,-45.442177
1610,-50.547188
1611,-46.76867
1612,-47.857925
1613,-53.807377
1614,-51.930702
1615,-55.84359
1616,-53.909836
1617,-57.103
1618,-53.761154
1619,-59.402515
1620,-57.67023
1621,-58.15437
1622,-54.31388
1623,-51.53721
1624,-54.715103
1625,-51.826885
1626,-52.342175
1627,-53.36288
1628,-55.177547
1629,-54.449894
1630,-56.741215
1631,-56.804173
1632,-55.18676
1633,-55.16203
1634,-56.398556
1635,-63.53697
1636,-58.417744
1637,-56.667465
1638,-56.722572
1639,-55.17423
1640,-57.84377
1641,-58.916195
1642,-61.10212
1643,-63.908607
1644,-63.81146
1645,-65.23677
1646,-57.765747
1647,-60.307858
1648,-60.615524
1649,-58.38913
1650,-59.992924
1651,-63.76174
1652,-71.49334
1653,-64.02989
1654,-59.590446
1655,-68.43193
1656,-58.71609
1657,-61.9007
1658,-58.32283
1659,-67.47995
1660,-60.090576
1661,-64.28353
1662,-59.277657
1663,-63.607506
1664,-58.468708
1665,-61.459423
1666,-59.416363
